KEGG_ID	Degree_centrality	Betweenness_centrality	Closeness_centrality	Compound_name
C00061	2	0	5.59437429720673e-06	FMN
C00062	2	0	5.5325952851223e-06	L-Arginine
C00063	5	0	5.79679900758801e-06	CTP
C00064	11	21616.6189187735	5.87416366594806e-06	L-Glutamine
C00065	7	19932.8545840674	5.86775259207971e-06	L-Serine
C00068	8	4963.62376793075	5.84484280295281e-06	Thiamin_diphosphate
C00071	3	0	5.87037047908093e-06	Aldehyde
C00072	2	0	6.90985199788006e-07	Ascorbate
C00073	5	16096.7497598379	5.82937421667784e-06	L-Methionine
C00074	6	8635.91642974053	5.86727060438754e-06	Phosphoenolpyruvate
C00075	4	0	5.79391059995944e-06	UTP
C00077	4	9980.78939191282	5.81263550706526e-06	L-Ornithine
C00078	1	0	6.90410815147337e-07	L-Tryptophan
C00079	8	8897.13872623206	5.8693368236323e-06	L-Phenylalanine
C00080	1	0	6.90410815147337e-07	H+
C00082	8	7405.17238374607	5.86899235270296e-06	L-Tyrosine
C00083	6	10366	5.82984999795955e-06	Malonyl-CoA
C00084	7	5696.32915018447	5.87092191086766e-06	Acetaldehyde
C00085	5	9961.77434936676	5.8449111281263e-06	D-Fructose_6-phosphate
C00088	2	0	5.80898882931448e-06	Nitrite
C00089	2	0	5.71771634409217e-06	Sucrose
C00091	9	1014.4727137957	5.83631471743482e-06	Succinyl-CoA
C00092	4	0	5.78325516300105e-06	D-Glucose_6-phosphate
C00093	7	3064.86007887865	5.84579950076872e-06	sn-Glycerol_3-phosphate
C00094	8	5683.05326146629	5.85387555831338e-06	Sulfite
C00095	6	8580.91417943768	5.78285383836923e-06	D-Fructose
C00096	2	0	6.90410815147337e-07	GDP-mannose
C00097	12	34430.6433006768	5.88792915643639e-06	L-Cysteine
C00099	4	7675.59406204234	5.84826101958583e-06	beta-Alanine
C00100	3	501.270944458962	5.86059977378085e-06	Propanoyl-CoA
C00101	19	72244.2077591232	5.87140449867013e-06	Tetrahydrofolate
C00103	7	9985.33333333334	5.78278695634574e-06	D-Glucose_1-phosphate
C00105	12	47191.5783661645	5.78472716334334e-06	UMP
C00106	6	2745.82505930548	5.78727147511763e-06	Uracil
C00109	6	11065.5925345061	5.88072709309779e-06	2-Oxobutanoate
C00111	8	8019.88145229681	5.8512723591745e-06	Glycerone_phosphate
C00112	5	10354.8305626574	5.81040643793033e-06	CDP
C00114	1	0	5.77911082600831e-06	Choline
C00116	2	0	5.7737720630265e-06	Glycerol
C00117	9	35451.509429312	5.84915041090282e-06	D-Ribose_5-phosphate
C00118	16	137951.588448359	5.88876129906074e-06	D-Glyceraldehyde_3-phosphate
C00119	10	22967.3953943402	5.83849553647016e-06	5-Phospho-alpha-D-ribose_1-diphosphate
C00120	3	1518	5.75682039296056e-06	Biotin
C00121	1	0	5.77724113626779e-06	D-Ribose
C00122	5	5400.20170859513	5.81256793438773e-06	Fumarate
C00123	1	0	6.90410815147337e-07	L-Leucine
C00129	3	4961.45476190476	5.5259304285359e-06	Isopentenyl_diphosphate
C00130	6	15554.3651121903	5.85627529178892e-06	IMP
C00131	16	10186.9059133617	5.85408117268954e-06	dATP
C00133	4	5230.94415104806	5.75516382073816e-06	D-Alanine
C00134	4	4410	5.66562608000997e-06	Putrescine
C00135	2	1404	5.66107164086161e-06	L-Histidine
C00136	10	20154.0316040302	5.83890462149301e-06	Butanoyl-CoA
C00140	1	0	5.68501600332005e-06	N-Acetyl-D-glucosamine
C00141	4	10136.229004329	5.82964608218635e-06	3-Methyl-2-oxobutanoic_acid
C00143	4	2109.34329855034	5.84826101958583e-06	5,10-Methylenetetrahydrofolate
C00144	5	13972.0411201592	5.82387439067714e-06	GMP
C00147	7	7903.10998010432	5.81926525956833e-06	Adenine
C00148	6	8025	5.7431326491348e-06	L-Proline
C00149	5	5577.20170859514	5.84915041090282e-06	(S)-Malate
C00151	1	0	5.81189229401201e-06	L-Amino_acid
C00152	4	2090	5.80777428666012e-06	L-Asparagine
C00153	2	0	5.76611484947557e-06	Nicotinamide
C00155	4	19936.5775936626	5.87085297622892e-06	L-Homocysteine
C00158	2	0	5.75516382073816e-06	Citrate
C00159	4	0	5.69732396693273e-06	D-Mannose
C00160	3	1512	5.79511935048302e-06	Glycolate
C00162	1	0	5.84696162639085e-06	Fatty_acid
C00163	1	0	5.79955575402924e-06	Propanoate
C00164	5	4752.09523809524	5.82937421667784e-06	Acetoacetate
C00166	8	19468.3887262321	5.86919903040832e-06	Phenylpyruvate
C00167	1	0	5.64458317575539e-06	UDP-glucuronate
C00169	5	917.595283384151	5.83168588207165e-06	Carbamoyl_phosphate
C00170	4	8254	5.73253154325482e-06	5'-Methylthioadenosine
C00178	2	0	5.74451829341851e-06	Thymine
C00179	2	1516	5.59844587142609e-06	Agmatine
C00180	1	0	5.82014585285507e-06	Benzoate
C00181	2	1514	5.72000572000572e-06	D-Xylose
C00183	1	0	6.90410815147337e-07	L-Valine
C00185	1	0	5.57764924394964e-06	Cellobiose
C00186	2	0	5.85366995838041e-06	(S)-Lactate
C00188	7	14304.0850006623	5.86080586080586e-06	L-Threonine
C00189	4	795.13992112135	5.80352738394396e-06	Ethanolamine
C00192	1	0	5.80898882931448e-06	Hydroxylamine
C00194	2	0	5.52385476681047e-06	Cobamide_coenzyme
C00197	10	7258.95227729173	5.82631747603927e-06	3-Phospho-D-glycerate
C00199	4	3562.09093981593	5.81804641637431e-06	D-Ribulose_5-phosphate
C00204	6	4342	5.79505218444492e-06	2-Dehydro-3-deoxy-D-gluconate
C00206	5	5171.44782922732	5.86307377505731e-06	dADP
C00208	3	0	5.71830486570561e-06	Maltose
C00212	3	0	5.76618134640334e-06	Adenosine
C00214	2	0	5.74451829341851e-06	Thymidine
C00217	4	8377.33834929537	5.84327176472651e-06	D-Glutamate
C00221	1	0	5.71778172940026e-06	beta-D-Glucose
C00222	2	0	5.7764402109556e-06	3-Oxopropanoate
C00226	2	0	5.8370641901949e-06	Primary_alcohol
C00227	4	2693.26926641612	5.83529301923896e-06	Acetyl_phosphate
C00229	2	19350	5.83120980109743e-06	Acyl-carrier_protein
C00231	6	8039.3373560816	5.83720047865044e-06	D-Xylulose_5-phosphate
C00232	3	1512	5.77657368308561e-06	Succinate_semialdehyde
C00233	1	0	5.80844896987158e-06	4-Methyl-2-oxopentanoate
C00234	7	2818.99180279831	5.83563354555587e-06	10-Formyltetrahydrofolate
C00235	3	4961.45476190476	5.5259304285359e-06	Dimethylallyl_diphosphate
C00236	4	3344.27155463456	5.81655741232994e-06	3-Phospho-D-glyceroyl_phosphate
C00237	14	11172.5516735734	5.8441596390647e-06	CO
C00239	4	7767.30463655988	5.78887956236071e-06	dCMP
C00242	7	4835.98310940653	5.81940071811405e-06	Guanine
C00245	1	0	5.81189229401201e-06	Taurine
C00246	6	1529.17180362681	5.77203908824871e-06	Butanoic_acid
C00250	1	0	6.92712182936975e-07	Pyridoxal
C00251	6	16320.1571428571	5.80002668012273e-06	Chorismate
C00253	2	0	5.76897560300218e-06	Nicotinate
C00254	4	35.0714285714286	5.79854688415083e-06	Prephenate
C00255	2	2112	5.66190500455783e-06	Riboflavin
C00256	1	0	5.83917737669117e-06	(R)-Lactate
C00258	4	1828.24222587586	5.8478506225037e-06	D-Glycerate
C00262	4	3199.42149959661	5.81831722629181e-06	Hypoxanthine
C00263	4	1482	5.6701235519922e-06	L-Homoserine
C00266	1	0	5.66434239816928e-06	Glycolaldehyde
C00267	4	7153.60106386653	5.73279445065497e-06	alpha-D-Glucose
C00269	3	68	5.69472838992944e-06	CDP-diacylglycerol
C00270	1	0	5.52776319062491e-06	N-Acetylneuraminate
C00275	5	3790	5.76724550587394e-06	D-Mannose_6-phosphate
C00279	5	5499.06674281308	5.8544924447775e-06	D-Erythrose_4-phosphate
C00282	1	0	6.90410815147337e-07	Hydrogen
C00283	7	1291.9118670105	5.82577439106093e-06	Hydrogen_sulfide
C00286	9	5935.29515144477	5.85408117268954e-06	dGTP
C00288	4	0	5.82774355597256e-06	HCO3-
C00294	3	1184.09137137796	5.76618134640334e-06	Inosine
C00295	4	3629.7	5.77904403053647e-06	Orotate
C00299	4	6110.2994503747	5.75350820162594e-06	Uridine
C00301	1	0	5.77704088411834e-06	ADP-ribose
C00302	1	0	5.82014585285507e-06	DL-Glutamate
C00310	2	1338.93109681388	5.77044034230252e-06	D-Xylulose
C00311	4	4341	5.82665695557174e-06	Isocitrate
C00314	1	0	6.92712182936975e-07	Pyridoxine
C00315	2	0	5.66511253746056e-06	Spermidine
C00320	2	0	5.85312176249203e-06	Thiosulfate
C00327	3	75.3333333333333	5.81378448300921e-06	L-Citrulline
C00329	1	0	5.74788621484449e-06	D-Glucosamine
C00330	1	0	5.7660483540815e-06	Deoxyguanosine
C00332	6	18874.5577064371	5.83025787230569e-06	Acetoacetyl-CoA
C00334	3	1036.5	5.8473035159836e-06	4-Aminobutanoate
C00337	3	763.7	5.76564941392174e-06	(S)-Dihydroorotate
C00341	2	0	5.52330558792826e-06	Geranyl_diphosphate
C00342	4	3080.43247160034	5.8120949696318e-06	Thioredoxin
C00343	4	2437.88964597633	5.8120949696318e-06	Thioredoxin_disulfide
C00344	1	0	5.62641715382062e-06	Phosphatidylglycerol
C00352	5	10793.8953139626	5.81926525956833e-06	D-Glucosamine_6-phosphate
C00353	1	0	5.52330558792826e-06	Geranylgeranyl_diphosphate
C00354	4	2578.5650108956	5.83795017893317e-06	D-Fructose_1,6-bisphosphate
C00356	2	0	5.82760770875948e-06	(S)-3-Hydroxy-3-methylglutaryl-CoA
C00357	5	4402	5.75483262069323e-06	N-Acetyl-D-glucosamine_6-phosphate
C00360	2	0	5.80123798418583e-06	dAMP
C00361	5	40457.7098779275	5.8627300388699e-06	dGDP
C00362	2	0	5.80069956436746e-06	dGMP
C00363	1	0	5.76817696766937e-06	dTDP
C00364	2	646.647174621315	5.81642208611795e-06	dTMP
C00365	6	12216.0520104122	5.82123002590447e-06	dUMP
C00369	3	1167.5	5.71255562601041e-06	Starch
C00376	1	0	5.79975757013357e-06	Retinal
C00378	2	0	5.77290544558171e-06	Thiamine
C00380	2	0	5.74451829341851e-06	Cytosine
C00385	8	4018.56570121016	5.81845264070473e-06	Xanthine
C00387	2	0	5.76611484947557e-06	Guanosine
C00392	2	0	5.69693447955655e-06	Mannitol
C00402	1	0	5.8074370038271e-06	D-Aspartate
C00407	1	0	6.90410815147337e-07	L-Isoleucine
C00409	1	0	5.76618134640334e-06	Methanethiol
C00415	1	0	5.80029581508657e-06	Dihydrofolate
C00416	4	98	5.76412065457354e-06	Phosphatidate
C00417	2	0	5.75516382073816e-06	cis-Aconitate
C00424	1	0	6.90410815147337e-07	(S)-Lactaldehyde
C00429	1	0	6.92712182936975e-07	5,6-Dihydrouracil
C00431	2	0	5.60616678346181e-06	5-Aminopentanoate
C00433	1	0	5.84696162639085e-06	2,5-Dioxopentanoate
C00437	4	1158	5.81168963252686e-06	N-Acetylornithine
C00438	3	58.4	5.81405489630633e-06	N-Carbamoyl-L-aspartate
C00440	9	6661.28447307075	5.8470983774302e-06	5-Methyltetrahydrofolate
C00441	5	6111.50738123038	5.7393091019703e-06	L-Aspartate_4-semialdehyde
C00445	3	1512	5.80608826415379e-06	5,10-Methenyltetrahydrofolate
C00446	1	0	5.71288197757123e-06	alpha-D-Galactose_1-phosphate
C00447	2	0	5.8308697908467e-06	Sedoheptulose_1,7-bisphosphate
C00448	4	10154.9095238095	5.58824679933165e-06	trans,trans-Farnesyl_diphosphate
C00455	1	0	5.68721457291862e-06	Nicotinamide_D-ribonucleotide
C00458	8	34.4444444444444	5.79693342221965e-06	dCTP
C00459	7	0	5.7824525694328e-06	dTTP
C00460	1	0	5.74980306924488e-06	dUTP
C00469	2	0	5.8370641901949e-06	Ethanol
C00473	1	0	5.79975757013357e-06	Retinol
C00475	5	8752.76819860521	5.75350820162594e-06	Cytidine
C00479	1	0	6.91559584428015e-07	Propanal
C00491	1	0	5.86066846784544e-06	L-Cystine
C00492	1	0	5.71765096027948e-06	Raffinose
C00493	4	2898	5.59387358964462e-06	Shikimate
C00498	4	1197.5	5.71255562601041e-06	ADP-glucose
C00499	1	0	6.90410815147337e-07	Allantoate
C00506	2	0	5.86637569443222e-06	L-Cysteate
C00512	1	0	5.83325069561515e-06	S-Benzoate_coenzyme_A
C00522	3	2970.55281385281	5.7793112216886e-06	(R)-Pantoate
C00526	3	2664.26383764258	5.78058071713884e-06	Deoxyuridine
C00527	1	0	5.83325069561515e-06	Glutaryl-CoA
C00534	2	0	6.92712182936975e-07	Pyridoxamine
C00546	2	0	5.77937802333713e-06	Methylglyoxal
C00555	1	0	5.84696162639085e-06	4-Aminobutyraldehyde
C00559	3	2079	5.76611484947557e-06	Deoxyadenosine
C00568	2	1444.15714285714	5.73917734631918e-06	4-Aminobenzoate
C00577	2	36527.2401753678	5.86740830707668e-06	D-Glyceraldehyde
C00606	5	4434.99969878856	5.86878568955297e-06	3-Sulfino-L-alanine
C00620	2	0	5.79008621438373e-06	alpha-D-Ribose_1-phosphate
C00624	2	6743.99261876963	5.81087912790326e-06	N-Acetyl-L-glutamate
C00627	1	0	6.92712182936975e-07	Pyridoxine_phosphate
C00630	1	0	5.76784426820476e-06	2-Methylpropanoyl-CoA
C00631	6	3536.63006786251	5.8014399173875e-06	2-Phospho-D-glycerate
C00636	2	0	6.90410815147337e-07	D-Mannose_1-phosphate
C00637	1	0	5.84696162639085e-06	Indole-3-acetaldehyde
C00641	3	20	5.69433925734427e-06	1,2-Diacyl-sn-glycerol
C00644	3	2274	5.76697942918438e-06	D-Mannitol_1-phosphate
C00645	2	0	5.59374842675826e-06	N-Acetyl-D-mannosamine
C00647	2	0	6.92712182936975e-07	Pyridoxamine_phosphate
C00655	6	2207.43682980767	5.80372947656164e-06	Xanthosine_5'-phosphate
C00663	2	184.003025822316	5.70323772805822e-06	beta-D-Glucose_1-phosphate
C00666	3	1530	5.65192080528568e-06	LL-2,6-Diaminoheptanedioate
C00668	7	17318.3099138505	5.7868026179495e-06	alpha-D-Glucose_6-phosphate
C00670	1	0	5.77911082600831e-06	sn-Glycero-3-phosphocholine
C00671	1	0	5.75900852909163e-06	(S)-3-Methyl-2-oxopentanoic_acid
C00672	2	11738.9771043564	5.79747114308739e-06	2-Deoxy-D-ribose_1-phosphate
C00673	3	5392.98285938245	5.83379517545139e-06	2-Deoxy-D-ribose_5-phosphate
C00680	5	4570	5.72066016418295e-06	meso-2,6-Diaminoheptanedioate
C00681	4	64	5.77563950768449e-06	1-Acyl-sn-glycerol_3-phosphate
C00689	3	14.6666666666667	5.71823946843246e-06	alpha,alpha'-Trehalose_6-phosphate
C00692	2	16104.6577291403	5.78205135618015e-06	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
C00705	4	8138.75623680099	5.80993382485373e-06	dCDP
C00718	5	37.6666666666667	5.71268616216031e-06	Amylose
C00725	1	0	6.90984722327789e-07	Lipoate
C00726	1	0	5.82014585285507e-06	Nitrile
C00748	2	0	6.92133966682055e-07	Siroheme
C00750	2	0	5.66511253746056e-06	Spermine
C00760	3	30	5.64483807781974e-06	Cellulose
C00763	3	2199	5.67398421497591e-06	D-Proline
C00794	4	0	5.71294725235802e-06	D-Sorbitol
C00804	1	0	5.84696162639085e-06	Propynoate
C00817	4	1	5.72432782080564e-06	D-Altronate
C00818	1	0	5.84696162639085e-06	D-Glucarate
C00819	2	0	5.83938195981337e-06	D-Glutamine
C00826	1	0	5.79841239468633e-06	L-Arogenate
C00831	1	0	5.75655527732205e-06	Pantetheine
C00853	1	0	5.45949870882856e-06	Cob(I)alamin
C00857	2	705	5.68727926247363e-06	Deamino-NAD+
C00860	2	3495	5.72996945926278e-06	L-Histidinol
C00862	2	0	5.81446056342123e-06	Methanofuran
C00864	2	10477.6468758952	5.78827642492895e-06	Pantothenate
C00877	6	4659.81383077401	5.7722389937833e-06	Crotonoyl-CoA
C00881	1	0	5.71732406364525e-06	Deoxycytidine
C00882	2	16397.8063225663	5.77750816073028e-06	Dephospho-CoA
C00886	1	0	5.74359445628263e-06	L-Alanyl-tRNA
C00900	2	1849.24242424244	5.84183807593221e-06	2-Acetolactate
C00906	1	0	6.92712182936975e-07	5,6-Dihydrothymine
C00921	2	61.1571428571429	5.80191114953266e-06	Dihydropteroate
C00931	1	0	6.90410815147337e-07	Porphobilinogen
C00944	1	0	5.7425390061962e-06	3-Dehydroquinate
C00954	2	0	5.8609432602083e-06	Indole-3-acetate
C00957	7	22845.9722815165	5.88100376972342e-06	Mercaptopyruvate
C00966	3	2852.55281385281	5.76544996454248e-06	2-Dehydropantoate
C00969	1	0	6.91559584428015e-07	3-Hydroxypropanal
C00979	2	0	5.83188994057304e-06	O-Acetyl-L-serine
C00988	1	0	5.72432782080564e-06	2-Phosphoglycolate
C00989	1	0	5.70623177572227e-06	4-Hydroxybutanoic_acid
C00993	2	3254.94415104807	5.71810867837354e-06	D-Alanyl-D-alanine
C01001	2	0	5.81446056342123e-06	Formylmethanofuran
C01024	1	0	6.90410815147337e-07	Hydroxymethylbilane
C01050	3	6807	5.71301252863647e-06	UDP-N-acetylmuramate
C01077	1	0	5.82129780013156e-06	O-Acetyl-L-homoserine
C01079	1	0	6.90410815147337e-07	Protoporphyrinogen_IX
C01081	1	0	5.72832830195164e-06	Thiamin_monophosphate
C01083	1	0	5.71804328558767e-06	alpha,alpha-Trehalose
C01089	1	0	5.75774849003046e-06	(R)-3-Hydroxybutanoate
C01094	5	7044.59943171144	5.8329104473259e-06	D-Fructose_1-phosphate
C01096	4	2537.47641629192	5.76717898439978e-06	Sorbitol_6-phosphate
C01097	2	0	5.78031340859301e-06	D-Tagatose_6-phosphate
C01099	1	0	6.90410815147337e-07	L-Fuculose_1-phosphate
C01100	3	4879	5.80022852900404e-06	L-Histidinol_phosphate
C01101	1	0	5.76538348448247e-06	L-Ribulose_5-phosphate
C01102	2	0	5.78854447049289e-06	O-Phospho-L-homoserine
C01103	3	5037.02624659085	5.78867850258464e-06	Orotidine_5'-phosphate
C01118	2	0	5.60233505325019e-06	O-Succinyl-L-homoserine
C01127	1	0	5.86685753509848e-06	4-Hydroxy-2-oxoglutarate
C01134	3	16279.8063225663	5.81926525956833e-06	Pantetheine_4'-phosphate
C01137	3	5873.5	5.69284807496342e-06	S-Adenosylmethioninamine
C01142	1	0	5.58481377438469e-06	(3S)-3,6-Diaminohexanoate
C01144	5	1980.38076082721	5.83440783677661e-06	(S)-3-Hydroxybutanoyl-CoA
C01146	1	0	5.77577294281407e-06	2-Hydroxy-3-oxopropanoate
C01149	1	0	5.84696162639085e-06	4-Trimethylammoniobutanal
C01151	1	0	6.95593139225749e-07	D-Ribose_1,5-bisphosphate
C01157	2	0	5.67372667389121e-06	Hydroxyproline
C01170	2	0	5.5936232694728e-06	UDP-N-acetyl-D-mannosamine
C01172	6	6691.63670823114	5.77203908824871e-06	beta-D-Glucose_6-phosphate
C01179	8	5242.10301194634	5.86768373184685e-06	3-(4-Hydroxyphenyl)pyruvate
C01181	1	0	5.84696162639085e-06	4-Trimethylammoniobutanoate
C01185	3	5058.65787545787	5.75675411176162e-06	Nicotinate_D-ribonucleotide
C01209	4	10484	5.8325702387271e-06	Malonyl-[acyl-carrier_protein]
C01212	3	8303	5.77744140230058e-06	UDP-N-acetylmuramoyl-L-alanine
C01217	2	0	5.84252069712957e-06	5,6,7,8-Tetrahydromethanopterin
C01228	1	0	5.71895892071807e-06	Guanosine_3',5'-bis(diphosphate)
C01233	1	0	5.77911082600831e-06	sn-Glycero-3-phosphoethanolamine
C01242	4	1	5.82272142353893e-06	S-Aminomethyldihydrolipoylprotein
C01250	4	4077.99261876958	5.74161580551999e-06	N-Acetyl-L-glutamate_5-semialdehyde
C01251	1	0	5.85038232248477e-06	(R)-2-Hydroxybutane-1,2,4-tricarboxylate
C01267	4	4553.06332983667	5.8074370038271e-06	3-(Imidazol-4-yl)-2-oxopropyl_phosphate
C01268	2	0	5.72970681090249e-06	5-Amino-6-(5'-phosphoribosylamino)uracil
C01269	4	8646	5.72990379491528e-06	5-O-(1-Carboxyvinyl)-3-phosphoshikimate
C01279	2	2137.44729486695	5.66941633358846e-06	4-Amino-5-hydroxymethyl-2-methylpyrimidine
C01300	3	14	5.73358331756598e-06	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine
C01304	2	2097	5.80056497502857e-06	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one
C01346	4	2232.72469928454	5.80568376440535e-06	dUDP
C01401	1	0	5.82014585285507e-06	Alanine
C01412	1	0	5.83631471743482e-06	Butanal
C01419	3	838.858108109989	5.83318264278173e-06	Cys-Gly
C01451	1	0	5.71804328558767e-06	Salicin
C01528	1	0	5.74689523984667e-06	Hydrogen_selenide
C01613	1	0	5.71765096027948e-06	Stachyose
C01672	1	0	5.66511253746056e-06	Cadaverine
C01697	3	0	6.91560540938655e-07	Galactitol
C01762	2	0	5.76611484947557e-06	Xanthosine
C01801	1	0	5.77724113626779e-06	Deoxyribose
C01909	2	0	5.68695582941407e-06	Dethiobiotin
C01929	2	0	5.66094345283585e-06	L-Histidinal
C01931	1	0	5.58481377438469e-06	L-Lysyl-tRNA
C01962	1	0	5.86066846784544e-06	Thiocysteine
C02047	1	0	6.90410815147337e-07	L-Leucyl-tRNA
C02051	3	4187.56951637419	5.843613222928e-06	Lipoylprotein
C02091	1	0	6.90410815147337e-07	(S)-Ureidoglycine
C02163	1	0	5.46803659210087e-06	L-Arginyl-tRNA(Arg)
C02166	1	0	5.81189229401201e-06	Leukotriene_C4
C02170	1	0	5.84696162639085e-06	Methylmalonate
C02218	1	0	5.85504089746067e-06	Dehydroalanine
C02226	4	0.5	5.76445292459519e-06	2-Methylmaleate
C02232	1	0	5.76438646752633e-06	3-Oxoadipyl-CoA
C02282	2	0	5.8014399173875e-06	Glutaminyl-tRNA
C02291	1	0	5.86066846784544e-06	L-Cystathionine
C02320	1	0	5.81189229401201e-06	R-S-Glutathione
C02331	2	0	5.70206699928724e-06	Vinylacetyl-CoA
C02336	2	2145.04835204156	5.77183919655998e-06	beta-D-Fructose
C02352	1	0	5.65102650896535e-06	1,4-beta-D-Xylan
C02380	1	0	5.80346002286563e-06	6-Mercaptopurine
C02411	1	0	6.98533289651718e-07	Glutaconyl-1-CoA
C02412	2	0	5.78646776648131e-06	Glycyl-tRNA(Gly)
C02430	2	4120.85669405171	5.8014399173875e-06	L-Methionyl-tRNA
C02457	1	0	6.91559584428015e-07	Propane-1,3-diol
C02463	1	0	6.92133966682055e-07	Precorrin_2
C02504	4	2603.11638092499	5.82896646595592e-06	alpha-Isopropylmalate
C02512	1	0	5.81189229401201e-06	3-Cyano-L-alanine
C02527	4	165.162439124551	5.76724550587394e-06	Butanoylphosphate
C02553	1	0	5.795455204029e-06	L-Seryl-tRNA(Ser)
C02554	1	0	6.90410815147337e-07	L-Valyl-tRNA(Val)
C02576	1	0	5.84696162639085e-06	Perillyl_aldehyde
C02612	2	0	5.76445292459519e-06	(R)-2-Methylmalate
C02631	4	0.5	5.76445292459519e-06	2-Isopropylmaleate
C02637	2	0	5.52788541799106e-06	3-Dehydroshikimate
C02642	1	0	6.92712182936975e-07	3-Ureidopropionate
C02670	1	0	5.84696162639085e-06	D-Glucuronolactone
C02702	1	0	5.67359791211597e-06	L-Prolyl-tRNA(Pro)
C02713	1	0	5.71804328558767e-06	N-Acetylmuramate
C02714	1	0	5.59794443480354e-06	N-Acetylputrescine
C02739	5	4976.68383557619	5.77137283645661e-06	1-(5-Phospho-D-ribosyl)-ATP
C02741	2	0	5.71144630954897e-06	Phosphoribosyl-AMP
C02835	1	0	5.84696162639085e-06	Imidazole-4-acetate
C02839	1	0	5.79639580109088e-06	L-Tyrosyl-tRNA(Tyr)
C02876	3	1945.53374462157	5.83529301923896e-06	Propanoyl_phosphate
C02909	2	0	5.8370641901949e-06	(2-Naphthyl)methanol
C02938	1	0	5.82014585285507e-06	3-Indoleacetonitrile
C02946	1	0	5.84696162639085e-06	4-Acetamidobutanoate
C02962	1	0	5.78325516300105e-06	D-Allose_6-phosphate
C02972	1	0	5.83474825978633e-06	Dihydrolipoylprotein
C02984	1	0	5.8074370038271e-06	L-Aspartyl-tRNA(Asp)
C02987	1	0	5.80851644681432e-06	L-Glutamyl-tRNA(Glu)
C02988	1	0	5.59349811778788e-06	L-Histidyl-tRNA(His)
C02992	1	0	5.78841044460781e-06	L-Threonyl-tRNA(Thr)
C02995	3	7.75	5.71823946843246e-06	Maltose_6'-phosphate
C03028	1	0	5.77290544558171e-06	Thiamin_triphosphate
C03058	1	0	6.98533289651718e-07	2-Hydroxyglutaryl-CoA
C03082	3	7289.50738123036	5.80885385504586e-06	4-Phospho-L-aspartate
C03089	2	0	5.73148015474996e-06	5-Methylthio-D-ribose
C03090	3	3609.04135349606	5.82455281995725e-06	5-Phosphoribosylamine
C03114	1	0	5.3969744561199e-06	Dimethylbenzimidazole
C03127	1	0	6.90410815147337e-07	L-Isoleucyl-tRNA(Ile)
C03150	2	0	5.76611484947557e-06	Nicotinamide-beta-riboside
C03175	4	5780	5.66119983469297e-06	Shikimate_3-phosphate
