Compound_name	Metabolite_score	Significance	Lower_95_Confidence	Upper_95_Confidence
beta-D-Glucose_6-phosphate	4.229	<0.01	4.64635921764	5.86714548559
L-Tryptophan	4.17	<0.01	4.67655725376	6.78034783496
N-((R)-Pantothenoyl)-L-cysteine	4.17	<0.01	4.67655725376	6.78034783496
L-Leucine	4.17	<0.01	4.67655725376	6.78034783496
Pantetheine	4.17	<0.01	4.67655725376	6.78034783496
L-Threonine	4.129	<0.01	-4.60736341858	-3.43746178928
Nicotinate_D-ribonucleoside	4.087	<0.01	4.67655725376	6.78034783496
Deoxyguanosine	4.087	<0.01	4.67655725376	6.78034783496
ADP-ribose	4.087	<0.01	4.67655725376	6.78034783496
Salicin_6-phosphate	4.087	<0.01	-2.12246144166	-1.05102931498
Dimethylbenzimidazole	4.087	<0.01	4.67655725376	6.78034783496
5,6,7,8-Tetrahydromethanopterin	4.044	<0.01	6.01803659686	7.55885294881
alpha-D-Ribose_1-phosphate	4.044	<0.01	5.99356576078	7.54509928693
UDP-N-acetylmuramate	4.026	<0.01	-2.87539180093	-1.77587744845
Acyl-CoA	3.948	<0.01	5.69944615385	7.32438461538
sn-Glycerol_3-phosphate	3.891	<0.01	-5.55615477988	-4.39698664884
L-Asparagine	3.865	<0.01	-4.18099080993	-3.02010475071
6-Methylmercaptopurine	3.807	<0.01	4.67655725376	6.78034783496
Pantothenate	3.807	<0.01	1.93134942526	2.98316760109
Thioguanine	3.807	<0.01	4.67655725376	6.78034783496
H+	3.807	<0.01	4.67655725376	6.78034783496
6-Mercaptopurine	3.807	<0.01	4.67655725376	6.78034783496
Peptide	3.807	<0.01	4.67655725376	6.78034783496
Malonyl-[acyl-carrier_protein]	3.781	<0.01	-3.62922512076	-2.55555654176
L-Histidine	3.7	<0.01	1.05471979762	2.11794914214
2-Deoxy-D-ribose_1-phosphate	3.7	<0.01	-3.78314129745	-2.72390605055
Coproporphyrinogen_III	3.7	<0.01	4.67655725376	6.78034783496
2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	3.585	<0.01	4.67655725376	6.78034783496
Dihydrolipoylprotein	3.585	<0.01	4.67655725376	6.78034783496
Acetyl-[acyl-carrier_protein]	3.585	<0.01	-1.9374845773	-0.653770765729
1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	3.485	<0.05	3.50783960173	4.61202199156
Phosphatidylglycerol	3.459	<0.01	4.67655725376	6.78034783496
Nicotinate_D-ribonucleotide	3.392	<0.01	-5.20366915627	-4.13044883286
5'-Phosphoribosyl-N-formylglycinamide	3.322	<0.01	-2.69443861278	-1.63294024874
Deoxyinosine	3.322	<0.01	-3.28252237601	-2.12323566567
Deoxycytidine	3.322	<0.01	4.67655725376	6.78034783496
4-Aminobenzoate	3.322	<0.01	-3.61830178581	-2.5634791062
5'-Deoxy-5-fluorocytidine	3.322	<0.01	4.67655725376	6.78034783496
Adenosyl_cobinamide	3.322	<0.01	-1.83049431818	-0.756190909091
Succinyl-CoA	3.3	<0.01	-5.06383632197	-3.60170114162
L-Lysine	3.273	<0.01	-5.04087638578	-3.87172962569
Benzonitrile	3.17	<0.01	4.67655725376	6.78034783496
N6-Acetyl-LL-2,6-diaminoheptanedioate	3.17	<0.01	4.67655725376	6.78034783496
3-Indoleacetonitrile	3.17	<0.01	4.67655725376	6.78034783496
alpha-Aminopropiononitrile	3.17	<0.01	4.67655725376	6.78034783496
gamma-Amino-gamma-cyanobutanoate	3.17	<0.01	4.67655725376	6.78034783496
Phenylacetonitrile	3.17	<0.01	4.67655725376	6.78034783496
Nitrile	3.17	<0.01	4.67655725376	6.78034783496
Galactitol	3.115	<0.01	5.67042784461	7.30477188734
L-Serine	3.06	<0.01	-5.4227176795	-4.19839175502
D-Sorbitol	3	<0.01	5.70946048659	7.33176400513
(R)-S-Lactoylglutathione	3	<0.01	4.67655725376	6.78034783496
N-Acetyl-D-mannosamine_6-phosphate	3	<0.01	4.67655725376	6.78034783496
Porphobilinogen	3	<0.01	4.67655725376	6.78034783496
L-Cysteine	2.913	<0.01	-4.73365729905	-3.50744169093
Ethanolamine	2.874	<0.01	-5.73174323893	-4.64262974322
Enzyme_N6-(dihydrolipoyl)lysine	2.865	<0.01	6.04824991071	7.5894250793
dATP	2.83	<0.01	0.572395914703	2.02708203664
4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one	2.807	<0.01	4.67655725376	6.78034783496
5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	2.807	<0.01	4.67655725376	6.78034783496
Aldophosphamide	2.807	<0.01	4.67655725376	6.78034783496
Chloral_hydrate	2.807	<0.01	4.67655725376	6.78034783496
Retinol	2.807	<0.01	4.67655725376	6.78034783496
Phosphonoacetate	2.807	<0.01	4.67655725376	6.78034783496
D-Xylose	2.807	<0.01	1.26912541695	2.31815478004
2-Phenyl-1,3-propanediol_monocarbamate	2.807	<0.01	4.67655725376	6.78034783496
L-Methionine	2.766	<0.01	-5.49528826845	-4.35126900013
S-Adenosyl-L-homocysteine	2.755	<0.01	-3.0304753003	-1.88617602574
Arbutin_6-phosphate	2.7	<0.01	4.03793027641	5.11604060685
beta-D-Glucose	2.585	<0.01	4.67655725376	6.78034783496
Cobalt-precorrin_3	2.585	<0.01	4.67655725376	6.78034783496
dUTP	2.585	<0.01	4.67655725376	6.78034783496
Apo-[acyl-carrier-protein]	2.585	<0.01	4.67655725376	6.78034783496
Deamino-NAD+	2.585	<0.01	-3.62507644234	-2.5582209306
Precorrin_8X	2.585	<0.01	4.67655725376	6.78034783496
Precorrin_3B	2.585	<0.01	4.67655725376	6.78034783496
Lipoate	2.585	<0.01	4.67655725376	6.78034783496
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	2.585	<0.01	4.67655725376	6.78034783496
Hydroxylamine	2.585	<0.01	4.67655725376	6.78034783496
IMP	2.524	<0.01	-0.112929287008	1.11669608412
UDP-alpha-D-galactose	2.515	<0.01	-3.05701877537	-1.86541934098
L-Arginine	2.503	<0.01	6.02484422824	7.57496123379
dTTP	2.478	<0.01	5.15202182055	6.92710162451
Phenylpyruvate	2.449	<0.01	-4.98339370233	-3.52369107684
5,10-Methenyltetrahydrofolate	2.415	<0.01	0.418238866658	1.58463225553
trans,trans-Farnesyl_diphosphate	2.392	<0.01	-4.82523744743	-3.58711758224
Pyridoxine	2.322	<0.01	4.67655725376	6.78034783496
L-Citrulline	2.322	<0.01	3.22976704545	4.30005227273
Pyridoxal	2.322	<0.01	4.67655725376	6.78034783496
Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	2.322	<0.01	-2.85879125108	-1.79317142045
MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	2.322	<0.01	-2.85879125108	-1.79317142045
2,3,4,5-Tetrahydrodipicolinate	2.29	<0.01	-3.71492419613	-2.4841255858
4-Phospho-L-aspartate	2.263	<0.01	-1.05193208086	0.0498249285426
Uracil	2.248	<0.01	-4.06401335166	-2.88624733464
Starch	2.17	<0.01	-4.16220864963	-3.03524529609
alpha-D-Glucose	2.07	<0.01	-4.36005960032	-3.18492107131
L-Glutamine	2.05	<0.01	-6.25796916529	-5.08535308915
Allantoate	2	<0.01	4.67655725376	6.78034783496
L-Alanine	2	<0.01	-4.28542422001	-3.14542624077
alpha-D-Ribose_1,2-cyclic_phosphate_5-phosphate	2	<0.01	-2.69441820286	-1.63357589949
Cob(I)alamin	2	<0.01	4.67655725376	6.78034783496
Nicotinamide_D-ribonucleotide	2	<0.01	4.67655725376	6.78034783496
2-Hydroxybutanoic_acid	2	<0.01	4.67655725376	6.78034783496
(R)-1-Aminopropan-2-ol	2	<0.01	4.67655725376	6.78034783496
3-Hydroxypropanal	2	<0.01	4.67655725376	6.78034783496
alpha-D-Galactose_1-phosphate	2	<0.01	4.67655725376	6.78034783496
Propanal	2	<0.01	4.67655725376	6.78034783496
L-Ornithine	1.948	<0.01	-2.34871437559	-1.23963063224
D-Glutamate	1.939	<0.01	-3.76414284778	-2.59878126844
dUMP	1.874	<0.01	-4.69627759504	-3.455022226
Adenosyl_cobinamide_phosphate	1.737	<0.01	-3.38724138296	-2.04032703368
Oxaloacetate	1.671	<0.01	-4.92722956047	-3.4723057426
L-Arogenate	1.585	<0.01	4.67655725376	6.78034783496
L-Cystathionine	1.585	<0.01	4.67655725376	6.78034783496
L-Cystine	1.585	<0.01	4.67655725376	6.78034783496
O-Acetyl-L-homoserine	1.585	<0.01	4.67655725376	6.78034783496
L-Selenocystathionine	1.585	<0.01	4.67655725376	6.78034783496
2-Polyprenylphenol	1.585	<0.01	4.67655725376	6.78034783496
L-Threonine_O-3-phosphate	1.585	<0.05	0.468415111071	1.53418807001
D-Alanyl-D-alanine	1.585	<0.01	-3.44273396116	-2.37654412927
5-Fluorouridine	1.585	<0.01	4.67655725376	6.78034783496
2-Phosphoglycolate	1.585	<0.01	4.67655725376	6.78034783496
2-Octaprenylphenol	1.585	<0.01	4.67655725376	6.78034783496
Selenohomocysteine	1.585	<0.01	-3.70695665249	-2.64749230787
L-Histidinol_phosphate	1.415	<0.01	-1.58052753466	-0.42353240705
Tetrahydrofolate	1.297	<0.01	4.40406071429	5.69921785714
5-Phosphoribosylamine	1.263	<0.01	2.11017019071	3.29741063525
5'-Methylthioadenosine	1.115	<0.01	-1.27328389268	0.258055608132
2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA	1	<0.01	4.67655725376	6.78034783496
Benzoyl_acetyl-CoA	1	<0.01	4.67655725376	6.78034783496
3-Aminopropiononitrile	1	<0.01	4.67655725376	6.78034783496
R-S-Glutathione	1	<0.01	4.67655725376	6.78034783496
3-Cyano-L-alanine	1	<0.01	4.67655725376	6.78034783496
4-Hydroxyphenylacetyl-CoA	1	<0.01	4.67655725376	6.78034783496
L-Selenomethionine	1	<0.01	-5.02341577762	-3.93722224004
Maltose_6'-phosphate	1	<0.01	4.27161919841	5.34212754612
4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	1	<0.01	0.328152656947	1.67840512137
Maltose	1	<0.01	5.96215552415	7.51914220283
Precorrin_4	1	<0.01	-3.62253440606	-2.56116097969
Cobalt-precorrin_4	1	<0.01	-3.62253440606	-2.56116097969
Taurine	1	<0.01	4.67655725376	6.78034783496
L-Amino_acid	1	<0.01	4.67655725376	6.78034783496
3-Oxopimeloyl-CoA	1	<0.01	4.67655725376	6.78034783496
4-Hydroxy-2-oxoglutarate	1	<0.01	4.67655725376	6.78034783496
3-Hydroxy-5-oxohexanoyl-CoA	1	<0.01	4.0358738247	5.11685222508
O-Phospho-4-hydroxy-L-threonine	1	<0.01	4.67655725376	6.78034783496
2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	1	<0.01	-5.72000136609	-4.64850084102
Leukotriene_C4	1	<0.01	4.67655725376	6.78034783496
Glutathione	1	<0.01	4.67655725376	6.78034783496
Putrescine	0.874	<0.01	-3.39849603201	-2.23273070112
Ascorbate	0.807	<0.01	5.98572582239	7.53502474897
beta-Alanine	0.737	<0.01	3.39518293995	4.55378272111
dCDP	0.678	<0.01	3.81533347718	4.94928274145
4-Aminobutanoate	0.585	<0.01	-3.15869184956	-2.02366814332
3-Methyl-2-oxobutanoic_acid	0.585	<0.01	-4.99138599507	-3.84723462555
(R)-Pantoate	0.585	<0.01	1.7348849288	2.92170933771
L-Homocysteine	0.585	<0.01	3.89962206619	4.99440818678
L-Phenylalanine	0.326	<0.01	1.54383913454	3.22817306902
Chorismate	0.322	<0.01	-5.57886579111	-4.36060554818
O-Acetyl-L-serine	0.322	<0.01	5.95689987512	7.5453676794
Cytidine	0.222	<0.01	-2.57806631058	-1.04403235765
3-Sulfinylpyruvate	0	<0.01	0	0
Cobalt-precorrin_5A	0	<0.01	2.05647642972	3.12414928003
N-Acetylornithine	0	<0.01	-4.81733809524	-3.71865238095
Salicin	0	<0.01	4.67655725376	6.78034783496
Pyridoxamine	0	<0.01	0	0
4-Trimethylammoniobutanoate	0	<0.01	-6.78034783496	-4.67655725376
UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	0	<0.01	1.47120211383	2.53397285289
C15813	0	<0.01	0	0
C15810	0	<0.01	0	0
Sucrose_6-phosphate	0	<0.01	-2.53573524332	-1.46779387327
Iminoaspartate	0	<0.01	-2.33071537191	-1.25868257771
sn-Glycero-3-phosphoethanolamine	0	<0.01	4.67655725376	6.78034783496
alpha-Isopropylmalate	0	<0.01	-5.57292345986	-4.45686151842
Cytosine	0	<0.01	0	0
(R)-3-Hydroxy-3-methyl-2-oxopentanoate	0	<0.01	0	0
dGMP	0	<0.01	0	0
Cobalt-precorrin_7	0	<0.01	0.471565503866	1.53101167076
dAMP	0	<0.01	0	0
NAD+	0	<0.01	4.37695678291	5.44256869413
ATP	0	<0.01	-6.49790318788	-5.38312539182
Adenosyl_cobyrinate_hexaamide	0	<0.01	1.44596245441	2.56290280914
(R)-2-Methylmalate	0	<0.01	5.88827159211	7.46681541413
Isocitrate	0	<0.01	-2.65703975893	-1.35851018203
Cellulose	0	<0.01	-1.57830889869	-0.424419803875
Sulfite	0	<0.01	-4.31398933357	-2.70710685099
GDP-mannose	0	<0.01	0	0
2,5-Dioxopentanoate	0	<0.01	4.67655725376	6.78034783496
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	0	<0.01	0	0
Selenophosphoric_acid	0	<0.01	4.67655725376	6.78034783496
alpha-Ribazole	0	<0.01	-3.28061651502	-2.12632336652
Acetoacetate	0	<0.01	4.09107105517	5.28101992626
Fatty_acid	0	<0.01	4.67655725376	6.78034783496
Methylphosphonate	0	<0.01	5.55074120136	7.21670966997
5-Methylthio-D-ribose	0	<0.01	0	0
(R)-2,3-Dihydroxy-3-methylbutanoate	0	<0.01	2.11272551991	3.29637673506
N-Acetyl-alpha-D-glucosamine_1-phosphate	0	<0.01	0	0
5,6-Dihydrothymine	0	<0.01	4.67655725376	6.78034783496
4-Trimethylammoniobutanal	0	<0.01	4.67655725376	6.78034783496
2-Hydroxy-3-oxopropanoate	0	<0.01	-6.78034783496	-4.67655725376
N-Succinyl-LL-2,6-diaminoheptanedioate	0	<0.01	0	0
3-Hydroxy-3-methyl-2-oxobutanoic_acid	0	<0.01	0	0
L-Allothreonine	0	<0.01	0	0
Precorrin_2	0	<0.01	4.67655725376	6.78034783496
L-Homoserine	0	<0.01	0.160213347967	1.8741590252
1,2-Bis(4-hydroxyphenyl)-2-propanol	0	<0.01	0	0
Hydrogen_sulfide	0	<0.01	4.20361430888	5.53218301608
Thiosulfate	0	<0.01	0	0
Nitrite	0	<0.01	0	0
2-Dehydro-3-deoxy-D-arabino-heptonate_7-phosphate	0	<0.01	1.26133634758	2.32522954042
L-erythro-4-Hydroxyglutamate	0	<0.01	0	0
D-4-Hydroxy-2-oxoglutarate	0	<0.01	0	0
Thymidine	0	<0.01	0	0
D-Glucose	0	<0.01	-5.47134192276	-4.39909618611
5-Hydroxyindoleacetate	0	<0.01	-6.78034783496	-4.67655725376
5-Hydroxyindoleacetaldehyde	0	<0.01	4.67655725376	6.78034783496
L-Glutamyl-tRNA(Gln)	0	<0.01	0	0
3-Ureidopropionate	0	<0.01	-6.78034783496	-4.67655725376
(S)-Malate	0	<0.01	3.47143591682	4.82060343703
L-Selenocysteinyl-tRNA(Sec)	0	<0.01	-6.78034783496	-4.67655725376
(2S)-2-Isopropyl-3-oxosuccinate	0	<0.01	-6.78034783496	-4.67655725376
L-Ribulose_5-phosphate	0	<0.01	4.67655725376	6.78034783496
2-(alpha-Hydroxyethyl)thiamine_diphosphate	0	<0.01	-4.06368943414	-2.55220873432
(S)-Methylmalonate_semialdehyde	0	<0.01	4.67655725376	6.78034783496
(R)-2,3-Dihydroxy-3-methylpentanoate	0	<0.01	2.11272551991	3.29637673506
(S)-2-Aceto-2-hydroxybutanoate	0	<0.01	-2.69590211927	-1.63119164358
Aminopropylcadaverine	0	<0.01	-6.78034783496	-4.67655725376
[Dihydrolipoyllysine-residue_acetyltransferase]_S-acetyldihydrolipoyllysine	0	<0.01	-7.40490331451	-5.80998733314
D-Glucarate	0	<0.01	-6.78034783496	-4.67655725376
D-Glutamine	0	<0.01	0	0
(S)-Lactaldehyde	0	<0.01	-6.78034783496	-4.67655725376
5,6-Dihydrouracil	0	<0.01	4.67655725376	6.78034783496
D-Altronate	0	<0.01	0	0
Cadaverine	0	<0.01	4.67655725376	6.78034783496
Iminoglycine	0	<0.01	4.67655725376	6.78034783496
N-Acetylmuramic_acid_6-phosphate	0	<0.01	-7.53945037752	-5.98572582239
(S)-1-Pyrroline-5-carboxylate	0	<0.01	0	0
D-Glycerate	0	<0.01	-2.20552049758	-0.972226077133
Thiamin_monophosphate	0	<0.01	-6.78034783496	-4.67655725376
alpha,alpha-Trehalose	0	<0.01	4.67655725376	6.78034783496
Raffinose	0	<0.01	4.67655725376	6.78034783496
Shikimate	0	<0.01	-1.99483407083	-0.600979590159
4-Aminobutyraldehyde	0	<0.01	4.67655725376	6.78034783496
(R)-3-Hydroxybutanoate	0	<0.01	4.67655725376	6.78034783496
DNA	0	<0.05	0	0
1,4-beta-D-Xylan	0	<0.01	4.67655725376	6.78034783496
5,6-Dihydro-5-fluorouracil	0	<0.01	4.67655725376	6.78034783496
Shikimate_3-phosphate	0	<0.01	1.53779435677	2.79431428919
Sucrose	0	<0.01	6.04043612367	7.58923322827
sn-Glycero-3-phosphocholine	0	<0.01	4.67655725376	6.78034783496
(S)-3-Methyl-2-oxopentanoic_acid	0	<0.01	-6.78034783496	-4.67655725376
(R)-2-Hydroxybutane-1,2,4-tricarboxylate	0	<0.01	-6.78034783496	-4.67655725376
N-Acetyl-L-glutamate_5-semialdehyde	0	<0.01	1.56937174758	2.76197206971
L-Histidinal	0	<0.01	0	0
N4-Acetylaminobutanal	0	<0.01	4.67655725376	6.78034783496
UMP	0	<0.01	1.98121525543	3.48261360371
2-Oxobutanoate	0	<0.01	3.58431875	4.71222625
(S)-2-Methylbutanoyl-CoA	0	<0.01	0	0
D-Glucuronolactone	0	<0.01	4.67655725376	6.78034783496
Sedoheptulose_1,7-bisphosphate	0	<0.01	0	0
2-C-Methyl-D-erythritol_4-phosphate	0	<0.01	0	0
3-(4-Hydroxyphenyl)pyruvate	0	<0.01	-3.08781937793	-1.6693130678
UDP-N-acetyl-D-mannosamine	0	<0.01	0	0
(2R,3S)-3-Isopropylmalate	0	<0.01	4.14802137583	5.34364087624
meso-2,6-Diaminoheptanedioate	0	<0.01	-4.25518696269	-3.06767215738
4-Amino-2-methyl-5-phosphomethylpyrimidine	0	<0.01	0	0
trans-Hex-2-enoyl-CoA	0	<0.01	0	0
Hexanoyl-CoA	0	<0.01	0	0
5-(2-Hydroxyethyl)-4-methylthiazole	0	<0.01	4.67655725376	6.78034783496
D-Mannose_1-phosphate	0	<0.01	0	0
Indole-3-acetaldehyde	0	<0.01	4.67655725376	6.78034783496
Formylmethanofuran	0	<0.01	0	0
2-Propynal	0	<0.01	4.67655725376	6.78034783496
1-Deoxy-D-xylulose_5-phosphate	0	<0.01	-1.84225555556	-0.183622222222
Precorrin_6Y	0	<0.01	0	0
1-(5-Phospho-D-ribosyl)-ATP	0	<0.01	3.70182914286	4.95114473879
Pyridoxamine_phosphate	0	<0.01	0	0
S-Aminomethyldihydrolipoylprotein	0	<0.01	0	0
2-Isopropylmaleate	0	<0.01	0	0
3-Dehydroshikimate	0	<0.01	0	0
Spermine	0	<0.01	0	0
2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	0	<0.01	-1.82588022607	-0.761566865609
S-Adenosylmethioninamine	0	<0.01	-1.85609080796	-0.733611509699
4-Methylene-2-oxoglutarate	0	<0.01	0	0
2-Methylmaleate	0	<0.01	0	0
Parapyruvate	0	<0.01	0	0
D-Glucosamine	0	<0.01	4.67655725376	6.78034783496
Phosphoribosyl-AMP	0	<0.01	0	0
Propynoate	0	<0.01	-6.78034783496	-4.67655725376
Cobalt-precorrin_8	0	<0.01	-1.52994481532	-0.473370636386
2-Dehydropantoate	0	<0.01	2.41536103647	3.60521208775
Cobalt-precorrin_6	0	<0.01	1.47689683356	2.52890876509
Cobalt-dihydro-precorrin_6	0	<0.01	-2.53348053104	-1.47452243192
Glutaminyl-tRNA	0	<0.01	0	0
N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	0	<0.01	-5.39629152784	-4.3224435375
2-Methylbut-2-enoyl-CoA	0	<0.01	0	0
4-Amino-4-deoxychorismate	0	<0.01	4.3742424894	5.44739306143
3,4-Dihydroxyphenylethyleneglycol	0	<0.01	0	0
3,4-Dihydroxymandelaldehyde	0	<0.01	0	0
Thiamine	0	<0.01	0	0
Butanoic_acid	0	<0.01	0	0
N-Acetyl-L-glutamate	0	<0.01	0.763403430578	1.81977013837
Methylmalonate	0	<0.01	-6.78034783496	-4.67655725376
L-Fuculose_1-phosphate	0	<0.01	4.67655725376	6.78034783496
Sorbitol_6-phosphate	0	<0.01	4.98251244128	6.07177190452
Geranyl_diphosphate	0	<0.01	0	0
FMN	0	<0.01	0	0
3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA	0	<0.01	4.67655725376	6.78034783496
alpha-Fluoro-beta-ureidopropionic_acid	0	<0.01	-6.78034783496	-4.67655725376
2-Amino-2-deoxy-D-gluconate	0	<0.01	5.55074120136	7.22506605411
2,5-Diaminopyrimidine_nucleoside_triphosphate	0	<0.01	0	0
Formamidopyrimidine_nucleoside_triphosphate	0	<0.01	0	0
Biotinyl-5'-AMP	0	<0.01	0	0
Siroheme	0	<0.01	0	0
5-Amino-6-(5'-phosphoribosylamino)uracil	0	<0.05	0	0
Choline	0	<0.01	-6.78034783496	-4.67655725376
Glycerol	0	<0.01	0	0
dUDP	0	<0.01	3.72657450487	4.90229275393
Perillic_acid	0	<0.01	-6.78034783496	-4.67655725376
3-Phospho-D-glyceroyl_phosphate	0	<0.01	0	0
(S)-Lactate	0	<0.01	0	0
4-Acetamidobutanoate	0	<0.01	-6.78034783496	-4.67655725376
3-Ureidoisobutyrate	0	<0.01	-6.78034783496	-4.67655725376
2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	0	<0.01	0	0
7-Methyl-3-oxo-6-octenoyl-CoA	0	<0.01	-6.78034783496	-4.67655725376
Prephenate	0	<0.01	-0.709553846154	0.709553846154
4-Methyl-5-(2-phosphoethyl)-thiazole	0	<0.01	3.38162818018	4.45920048365
Lipoyl-AMP	0	<0.01	0	0
L-1-Pyrroline-3-hydroxy-5-carboxylate	0	<0.01	0	0
Deoxyuridine	0	<0.01	-4.98704154071	-3.90448131718
