Compound_code	Lower_99_Interval	Lower_95_Interval	Sim_Median	Upper_95_Interval	Upper_99_Interval
C00222	0.0	0.0	0.0	0.0	0.0
C00221	5.052	5.124	5.508	5.892	5.964
C00385	-5.102	-4.898	-3.807	-2.716	-2.512
C00387	6.509	6.542	6.714	6.886	6.919
C02504	-6.191	-6.01	-5.044	-4.078	-3.897
C00229	1.225	1.398	2.322	3.246	3.419
C00499	5.052	5.124	5.508	5.892	5.964
C00380	0.0	0.0	0.0	0.0	0.0
C16396	6.26	6.293	6.4675	6.642	6.675
C14463	0.0	0.0	0.0	0.0	0.0
C00546	-6.844	-6.812	-6.644	-6.476	-6.444
C16399	-6.675	-6.642	-6.4675	-6.293	-6.26
C16217	-5.964	-5.892	-5.508	-5.124	-5.052
C02291	5.052	5.124	5.508	5.892	5.964
C00364	1.218	1.392	2.322	3.252	3.426
C00365	-4.759	-4.554	-3.459	-2.364	-2.159
C00362	0.0	0.0	0.0	0.0	0.0
C16244	-2.884	-2.712	-1.7925	-0.873	-0.701
C00360	0.0	0.0	0.0	0.0	0.0
C00008	3.511	3.716	4.807	5.898	6.103
C00007	5.052	5.124	5.508	5.892	5.964
C00006	-5.964	-5.892	-5.508	-5.124	-5.052
C00003	2.969	3.145	4.087	5.029	5.205
C00002	-7.078	-6.899	-5.9425	-4.986	-4.807
C00369	-2.759	-2.574	-1.585	-0.596	-0.411
C05703	-6.823	-6.79	-6.615	-6.44	-6.407
C06613	2.491	2.714	3.907	5.1	5.323
C06507	0.432	0.614	1.585	2.556	2.738
C16619	-6.849	-6.815	-6.6365	-6.458	-6.424
C11062	5.052	5.124	5.508	5.892	5.964
C02612	6.345	6.38	6.5625	6.745	6.78
C16615	-5.964	-5.892	-5.508	-5.124	-5.052
C16614	5.052	5.124	5.508	5.892	5.964
C00645	-6.893	-6.86	-6.687	-6.514	-6.481
C00099	2.313	2.504	3.522	4.54	4.731
C00311	-0.053	0.159	1.2925	2.426	2.638
C00310	1.487	1.66	2.585	3.51	3.683
C00641	-3.856	-3.673	-2.696	-1.719	-1.536
C01931	-5.964	-5.892	-5.508	-5.124	-5.052
C00315	0.0	0.0	0.0	0.0	0.0
C00314	5.052	5.124	5.508	5.892	5.964
C00091	-5.742	-5.506	-4.248	-2.99	-2.754
C00760	0.373	0.564	1.585	2.606	2.797
C00093	-6.122	-5.934	-4.9305	-3.927	-3.739
C00094	-4.92	-4.656	-3.246	-1.836	-1.572
C00095	-6.171	-5.982	-4.977	-3.972	-3.783
C00096	0.0	0.0	0.0	0.0	0.0
C00097	-5.396	-5.196	-4.1285	-3.061	-2.861
C14099	-6.884	-6.852	-6.6795	-6.507	-6.475
C06311	-6.655	-6.622	-6.443	-6.264	-6.231
C00433	5.052	5.124	5.508	5.892	5.964
C14090	-6.884	-6.852	-6.6795	-6.507	-6.475
C14095	5.052	5.124	5.508	5.892	5.964
C15667	5.052	5.124	5.508	5.892	5.964
C14096	-5.964	-5.892	-5.508	-5.124	-5.052
C02702	-5.964	-5.892	-5.508	-5.124	-5.052
C04732	-3.794	-3.62	-2.696	-1.772	-1.598
C04734	0.0	0.0	0.0	0.0	0.0
C05172	5.052	5.124	5.508	5.892	5.964
C11948	5.052	5.124	5.508	5.892	5.964
C11949	-5.964	-5.892	-5.508	-5.124	-5.052
C05775	0.805	0.993	2.0	3.007	3.195
C07118	5.052	5.124	5.508	5.892	5.964
C05773	-5.964	-5.892	-5.508	-5.124	-5.052
C05778	-0.775	-0.574	0.5	1.574	1.775
C05670	5.052	5.124	5.508	5.892	5.964
C00164	3.164	3.358	4.392	5.426	5.62
C00166	-5.632	-5.395	-4.1285	-2.862	-2.625
C00167	-5.964	-5.892	-5.508	-5.124	-5.052
C00160	-0.174	0.011	1.0	1.989	2.174
C03794	-1.381	-1.163	0.0	1.163	1.381
C00162	5.052	5.124	5.508	5.892	5.964
C00163	5.052	5.124	5.508	5.892	5.964
C02984	-5.964	-5.892	-5.508	-5.124	-5.052
C02987	-5.964	-5.892	-5.508	-5.124	-5.052
C00169	2.586	2.771	3.7535	4.736	4.921
C02047	-5.964	-5.892	-5.508	-5.124	-5.052
C03082	-3.319	-3.136	-2.161	-1.186	-1.003
C04377	-5.964	-5.892	-5.508	-5.124	-5.052
C04376	-2.89	-2.717	-1.7925	-0.868	-0.695
C20396	6.052	6.087	6.276	6.465	6.5
C20258	-0.679	-0.493	0.5	1.493	1.679
C03089	0.0	0.0	0.0	0.0	0.0
C00860	-2.094	-1.921	-1.0	-0.079	0.094
C00862	0.0	0.0	0.0	0.0	0.0
C02962	5.052	5.124	5.508	5.892	5.964
C00864	-1.097	-0.924	0.0	0.924	1.097
C04272	-2.805	-2.612	-1.585	-0.558	-0.365
C04501	0.0	0.0	0.0	0.0	0.0
C00906	5.052	5.124	5.508	5.892	5.964
C01419	-5.71	-5.533	-4.585	-3.637	-3.46
C16186	-6.88	-6.849	-6.6795	-6.51	-6.479
C01149	5.052	5.124	5.508	5.892	5.964
C01144	2.561	2.781	3.9535	5.126	5.346
C01146	-5.964	-5.892	-5.508	-5.124	-5.052
C04421	0.0	0.0	0.0	0.0	0.0
C01142	-5.964	-5.892	-5.508	-5.124	-5.052
C06510	-3.554	-3.381	-2.4535	-1.526	-1.353
C03561	5.052	5.124	5.508	5.892	5.964
C03402	-5.964	-5.892	-5.508	-5.124	-5.052
C03406	-5.964	-5.892	-5.508	-5.124	-5.052
C05512	-1.192	-1.004	0.0	1.004	1.192
C04181	0.0	0.0	0.0	0.0	0.0
C07645	5.052	5.124	5.508	5.892	5.964
C07648	5.052	5.124	5.508	5.892	5.964
C05519	0.0	0.0	0.0	0.0	0.0
C00327	2.893	3.068	4.0	4.932	5.107
C00692	1.232	1.404	2.322	3.24	3.412
C02320	5.052	5.124	5.508	5.892	5.964
C00084	2.445	2.643	3.7	4.757	4.955
C02463	5.052	5.124	5.508	5.892	5.964
C05269	-5.964	-5.892	-5.508	-5.124	-5.052
C03232	-5.964	-5.892	-5.508	-5.124	-5.052
C18096	-5.964	-5.892	-5.508	-5.124	-5.052
C00269	-6.26	-6.085	-5.1495	-4.214	-4.039
C09814	5.052	5.124	5.508	5.892	5.964
C11539	5.052	5.124	5.508	5.892	5.964
C11538	-5.964	-5.892	-5.508	-5.124	-5.052
C00263	-3.069	-2.789	-1.2925	0.204	0.484
C00262	2.411	2.615	3.7	4.785	4.989
C13629	0.0	0.0	0.0	0.0	0.0
C16216	5.052	5.124	5.508	5.892	5.964
C00267	-5.337	-5.146	-4.1285	-3.111	-2.92
C00266	-5.964	-5.892	-5.508	-5.124	-5.052
C04494	-2.889	-2.716	-1.7925	-0.869	-0.696
C00402	-5.964	-5.892	-5.508	-5.124	-5.052
C00460	5.052	5.124	5.508	5.892	5.964
C00286	-6.843	-6.656	-5.658	-4.66	-4.473
C00283	3.383	3.6	4.755	5.91	6.127
C00282	-5.964	-5.892	-5.508	-5.124	-5.052
C00320	0.0	0.0	0.0	0.0	0.0
C01962	-5.964	-5.892	-5.508	-5.124	-5.052
C00088	0.0	0.0	0.0	0.0	0.0
C04691	-0.088	0.084	1.0	1.916	2.088
C02218	-5.964	-5.892	-5.508	-5.124	-5.052
C05947	0.0	0.0	0.0	0.0	0.0
C05946	0.0	0.0	0.0	0.0	0.0
C01209	-5.24	-5.064	-4.1285	-3.193	-3.017
C00217	-5.245	-5.055	-4.0435	-3.032	-2.842
C00214	0.0	0.0	0.0	0.0	0.0
C00212	6.351	6.383	6.555	6.727	6.759
C00606	2.55	2.772	3.9535	5.135	5.357
C06399	-5.964	-5.892	-5.508	-5.124	-5.052
C05841	5.052	5.124	5.508	5.892	5.964
C00035	-2.207	-2.016	-1.0	0.016	0.207
C05844	-5.964	-5.892	-5.508	-5.124	-5.052
C00033	3.856	4.037	5.0	5.963	6.144
C00031	-5.542	-5.365	-4.4255	-3.486	-3.309
C00136	3.525	3.735	4.858	5.981	6.191
C00135	-0.094	0.079	1.0	1.921	2.094
C00134	-4.79	-4.6	-3.585	-2.57	-2.38
C00133	-5.519	-5.341	-4.392	-3.443	-3.265
C00131	0.073	0.312	1.585	2.858	3.097
C00130	-2.265	-2.065	-1.0	0.065	0.265
C05635	-5.964	-5.892	-5.508	-5.124	-5.052
C05634	5.052	5.124	5.508	5.892	5.964
C06112	0.0	0.0	0.0	0.0	0.0
C00043	-5.22	-5.005	-3.857	-2.709	-2.494
C00041	-5.732	-5.546	-4.5545	-3.563	-3.377
C00040	6.156	6.191	6.375	6.559	6.594
C00047	-5.417	-5.227	-4.209	-3.191	-3.001
C00046	3.944	4.147	5.2285	6.31	6.513
C00044	-3.781	-3.551	-2.322	-1.093	-0.863
C00049	-0.077	0.139	1.2925	2.446	2.662
C00048	-1.725	-1.452	0.0	1.452	1.725
C02642	-5.964	-5.892	-5.508	-5.124	-5.052
C00149	2.408	2.629	3.807	4.985	5.206
C06481	-0.6	-0.426	0.5	1.426	1.6
C20440	1.062	1.235	2.161	3.087	3.26
C06482	-5.964	-5.892	-5.508	-5.124	-5.052
C04236	-5.964	-5.892	-5.508	-5.124	-5.052
C01101	5.052	5.124	5.508	5.892	5.964
C01100	-2.994	-2.805	-1.7925	-0.78	-0.591
C01103	-3.009	-2.817	-1.7925	-0.768	-0.576
C01102	0.0	0.0	0.0	0.0	0.0
C05125	-4.589	-4.338	-3.0	-1.662	-1.411
C03688	5.052	5.124	5.508	5.892	5.964
C06002	5.052	5.124	5.508	5.892	5.964
C06007	-2.805	-2.612	-1.585	-0.558	-0.365
C06006	2.153	2.325	3.246	4.167	4.339
C00227	-1.444	-1.137	0.5	2.137	2.444
C16565	-5.964	-5.892	-5.508	-5.124	-5.052
C04633	0.625	0.81	1.7925	2.775	2.96
C16255	-6.705	-6.673	-6.5	-6.327	-6.295
C00954	-6.925	-6.891	-6.714	-6.537	-6.503
C00957	2.895	3.126	4.357	5.588	5.819
C05345	3.514	3.714	4.781	5.848	6.048
C00818	-5.964	-5.892	-5.508	-5.124	-5.052
C00819	0.0	0.0	0.0	0.0	0.0
C00424	-5.964	-5.892	-5.508	-5.124	-5.052
C00429	5.052	5.124	5.508	5.892	5.964
C00817	0.0	0.0	0.0	0.0	0.0
C03451	5.052	5.124	5.508	5.892	5.964
C01672	5.052	5.124	5.508	5.892	5.964
C00036	-5.745	-5.508	-4.248	-2.988	-2.751
C05223	1.701	1.876	2.807	3.738	3.913
C00037	2.497	2.704	3.807	4.91	5.117
C15809	5.052	5.124	5.508	5.892	5.964
C16698	-6.859	-6.828	-6.658	-6.488	-6.457
C03912	0.0	0.0	0.0	0.0	0.0
C02512	5.052	5.124	5.508	5.892	5.964
C00253	-6.943	-6.91	-6.7345	-6.559	-6.526
C00250	5.052	5.124	5.508	5.892	5.964
C00251	-6.295	-6.097	-5.044	-3.991	-3.793
C00256	5.052	5.124	5.508	5.892	5.964
C05338	5.052	5.124	5.508	5.892	5.964
C00255	-3.552	-3.379	-2.4535	-1.528	-1.355
C05336	-5.964	-5.892	-5.508	-5.124	-5.052
C00392	6.498	6.53	6.7	6.87	6.902
C00258	-1.771	-1.57	-0.5	0.57	0.771
C05335	-5.85	-5.673	-4.7275	-3.782	-3.605
C16596	-5.964	-5.892	-5.508	-5.124	-5.052
C04390	5.052	5.124	5.508	5.892	5.964
C01081	-5.964	-5.892	-5.508	-5.124	-5.052
C01083	5.052	5.124	5.508	5.892	5.964
C00559	-1.192	-1.004	0.0	1.004	1.192
C00491	5.052	5.124	5.508	5.892	5.964
C00492	5.052	5.124	5.508	5.892	5.964
C00493	-0.452	-0.223	1.0	2.223	2.452
C00555	5.052	5.124	5.508	5.892	5.964
C01089	5.052	5.124	5.508	5.892	5.964
C00498	-3.492	-3.282	-2.161	-1.04	-0.83
C00882	-0.609	-0.434	0.5	1.434	1.609
C00881	5.052	5.124	5.508	5.892	5.964
C00078	5.052	5.124	5.508	5.892	5.964
C00079	0.258	0.533	2.0	3.467	3.742
C00072	6.479	6.51	6.6795	6.849	6.88
C00073	-5.893	-5.705	-4.7	-3.695	-3.507
C00071	-6.844	-6.812	-6.644	-6.476	-6.444
C00077	0.146	0.327	1.2925	2.258	2.439
C00074	1.063	1.261	2.322	3.383	3.581
C00075	6.109	6.144	6.331	6.518	6.553
C04454	-5.964	-5.892	-5.508	-5.124	-5.052
C00039	0.0	0.0	0.0	0.0	0.0
C03127	-5.964	-5.892	-5.508	-5.124	-5.052
C00085	-3.858	-3.675	-2.696	-1.717	-1.534
C02352	5.052	5.124	5.508	5.892	5.964
C00083	4.623	4.802	5.755	6.708	6.887
C00082	-0.567	-0.273	1.2925	2.858	3.152
C00080	5.052	5.124	5.508	5.892	5.964
C16630	5.052	5.124	5.508	5.892	5.964
C04640	0.484	0.658	1.585	2.512	2.686
C03175	-3.867	-3.665	-2.585	-1.505	-1.303
C00089	6.479	6.513	6.6935	6.874	6.908
C04646	-3.107	-2.932	-2.0	-1.068	-0.893
C00670	5.052	5.124	5.508	5.892	5.964
C00671	-5.964	-5.892	-5.508	-5.124	-5.052
C00672	-3.425	-3.251	-2.322	-1.393	-1.219
C00673	3.491	3.669	4.6145	5.56	5.738
C01251	-5.964	-5.892	-5.508	-5.124	-5.052
C01250	-3.036	-2.84	-1.7925	-0.745	-0.549
C01929	0.0	0.0	0.0	0.0	0.0
C05936	5.052	5.124	5.508	5.892	5.964
C00106	-4.387	-4.195	-3.17	-2.145	-1.953
C00105	0.593	0.841	2.161	3.481	3.729
C00103	1.108	1.3	2.322	3.344	3.536
C00100	-2.572	-2.37	-1.2925	-0.215	-0.013
C00101	3.558	3.771	4.907	6.043	6.256
C15556	-0.603	-0.429	0.5	1.429	1.603
C00109	2.914	3.099	4.087	5.075	5.26
C04702	-3.253	-3.08	-2.161	-1.242	-1.069
C00363	-5.964	-5.892	-5.508	-5.124	-5.052
C15980	0.0	0.0	0.0	0.0	0.0
C05764	1.701	1.876	2.807	3.738	3.913
C06899	5.052	5.124	5.508	5.892	5.964
C05761	1.701	1.876	2.807	3.738	3.913
C05760	-0.102	0.072	1.0	1.928	2.102
C05763	-0.102	0.072	1.0	1.928	2.102
C05762	1.638	1.823	2.807	3.791	3.976
C00361	2.277	2.464	3.459	4.454	4.641
C00170	-1.087	-0.837	0.5	1.837	2.087
C02670	5.052	5.124	5.508	5.892	5.964
C02992	-5.964	-5.892	-5.508	-5.124	-5.052
C00179	2.142	2.317	3.246	4.175	4.35
C00178	0.0	0.0	0.0	0.0	0.0
C02995	3.503	3.678	4.6145	5.551	5.726
C00447	0.0	0.0	0.0	0.0	0.0
C03090	1.785	1.977	3.0	4.023	4.215
C04260	-6.91	-6.877	-6.7	-6.523	-6.49
C07086	-5.964	-5.892	-5.508	-5.124	-5.052
C01077	5.052	5.124	5.508	5.892	5.964
C02972	5.052	5.124	5.508	5.892	5.964
C11434	0.0	0.0	0.0	0.0	0.0
C11435	-0.093	0.126	1.2925	2.459	2.678
C11436	0.61	0.829	2.0	3.171	3.39
C00857	-4.855	-4.681	-3.7535	-2.826	-2.652
C02412	-6.788	-6.755	-6.5775	-6.4	-6.367
C00853	5.052	5.124	5.508	5.892	5.964
C01179	-3.334	-3.058	-1.585	-0.112	0.164
C04823	2.856	3.029	3.9535	4.878	5.051
C01170	0.0	0.0	0.0	0.0	0.0
C04411	3.216	3.412	4.459	5.506	5.702
C01172	3.595	3.798	4.8825	5.967	6.17
C00473	5.052	5.124	5.508	5.892	5.964
C03892	-5.964	-5.892	-5.508	-5.124	-5.052
C00681	3.569	3.752	4.7275	5.703	5.886
C00680	-4.97	-4.778	-3.7535	-2.729	-2.537
C04556	0.0	0.0	0.0	0.0	0.0
C02411	-5.964	-5.892	-5.508	-5.124	-5.052
C02839	-5.964	-5.892	-5.508	-5.124	-5.052
C04257	5.052	5.124	5.508	5.892	5.964
C00689	-5.841	-5.665	-4.7275	-3.79	-3.614
C05271	0.0	0.0	0.0	0.0	0.0
C05270	0.0	0.0	0.0	0.0	0.0
C02554	-5.964	-5.892	-5.508	-5.124	-5.052
C00512	-5.964	-5.892	-5.508	-5.124	-5.052
C16220	0.198	0.371	1.2925	2.214	2.387
C00921	1.596	1.77	2.696	3.622	3.796
C04294	5.052	5.124	5.508	5.892	5.964
C00458	-7.301	-7.134	-6.2385	-5.343	-5.176
C04895	-5.964	-5.892	-5.508	-5.124	-5.052
C04896	0.485	0.658	1.585	2.512	2.685
C00376	-5.964	-5.892	-5.508	-5.124	-5.052
C04488	-6.78	-6.745	-6.5625	-6.38	-6.345
C00455	5.052	5.124	5.508	5.892	5.964
C01697	6.231	6.264	6.443	6.622	6.655
C15972	-5.838	-5.662	-4.7275	-3.793	-3.617
C16618	1.222	1.396	2.322	3.248	3.422
C00330	5.052	5.124	5.508	5.892	5.964
C00332	-2.59	-2.339	-1.0	0.339	0.59
C00334	-1.158	-0.975	0.0	0.975	1.158
C00337	0.372	0.564	1.585	2.606	2.798
C05699	5.052	5.124	5.508	5.892	5.964
C04688	0.198	0.371	1.2925	2.214	2.387
C04122	-3.101	-2.927	-2.0	-1.073	-0.899
C00636	0.0	0.0	0.0	0.0	0.0
C00637	5.052	5.124	5.508	5.892	5.964
C00630	5.052	5.124	5.508	5.892	5.964
C00631	-3.997	-3.707	-2.161	-0.615	-0.325
C02527	0.0	0.0	0.0	0.0	0.0
C16221	-0.102	0.072	1.0	1.928	2.102
C00208	6.36	6.392	6.5625	6.733	6.765
C01001	0.0	0.0	0.0	0.0	0.0
C05985	5.052	5.124	5.508	5.892	5.964
C00204	1.99	2.222	3.459	4.696	4.928
C01212	0.408	0.594	1.585	2.576	2.762
C07490	-5.964	-5.892	-5.508	-5.124	-5.052
C01217	6.345	6.38	6.5625	6.745	6.78
C00025	-4.973	-4.744	-3.522	-2.3	-2.071
C00024	-3.288	-3.052	-1.7925	-0.533	-0.297
C00148	-4.965	-4.756	-3.6425	-2.529	-2.32
C00026	-3.757	-3.531	-2.322	-1.113	-0.887
C00021	-2.469	-2.283	-1.2925	-0.302	-0.116
C00020	2.14	2.395	3.7535	5.112	5.367
C00022	1.866	2.096	3.322	4.548	4.778
C00143	-4.989	-4.767	-3.585	-2.403	-2.181
C00140	5.052	5.124	5.508	5.892	5.964
C00141	-5.131	-4.945	-3.9535	-2.962	-2.776
C00029	-5.921	-5.732	-4.7275	-3.723	-3.534
C00147	-4.711	-4.492	-3.322	-2.152	-1.933
C00144	4.694	4.869	5.807	6.745	6.92
C03740	-5.964	-5.892	-5.508	-5.124	-5.052
C01079	-5.964	-5.892	-5.508	-5.124	-5.052
C05748	-0.102	0.072	1.0	1.928	2.102
C05984	5.052	5.124	5.508	5.892	5.964
C05807	5.052	5.124	5.508	5.892	5.964
C05729	-5.71	-5.533	-4.585	-3.637	-3.46
C04631	-3.127	-2.949	-2.0	-1.051	-0.873
C11437	-1.221	-0.949	0.5	1.949	2.221
C00644	3.834	4.007	4.9305	5.854	6.027
C06319	0.0	0.0	0.0	0.0	0.0
C02739	2.342	2.548	3.6425	4.737	4.943
C00647	0.0	0.0	0.0	0.0	0.0
C05726	-6.866	-6.834	-6.665	-6.496	-6.464
C00705	3.456	3.639	4.6145	5.59	5.773
C06250	4.424	4.608	5.585	6.562	6.746
C01242	0.0	0.0	0.0	0.0	0.0
C02631	0.0	0.0	0.0	0.0	0.0
C02637	0.0	0.0	0.0	0.0	0.0
C03194	5.052	5.124	5.508	5.892	5.964
C04419	-6.514	-6.325	-5.322	-4.319	-4.13
C01528	-5.964	-5.892	-5.508	-5.124	-5.052
C02938	5.052	5.124	5.508	5.892	5.964
C00750	0.0	0.0	0.0	0.0	0.0
C04752	1.9	2.074	3.0	3.926	4.1
C04751	-1.609	-1.434	-0.5	0.434	0.609
C00763	-5.6	-5.425	-4.4915	-3.558	-3.383
C01134	2.966	3.143	4.087	5.031	5.208
C01137	0.823	1.009	2.0	2.991	3.177
C00092	-6.573	-6.539	-6.358	-6.177	-6.143
C06035	0.0	0.0	0.0	0.0	0.0
C02226	0.0	0.0	0.0	0.0	0.0
C03511	-5.964	-5.892	-5.508	-5.124	-5.052
C03512	-5.964	-5.892	-5.508	-5.124	-5.052
C06033	0.0	0.0	0.0	0.0	0.0
C12147	1.898	2.072	3.0	3.928	4.102
C00329	5.052	5.124	5.508	5.892	5.964
C04462	-2.747	-2.517	-1.2925	-0.068	0.162
C06408	5.052	5.124	5.508	5.892	5.964
C02741	0.0	0.0	0.0	0.0	0.0
C06407	0.898	1.072	2.0	2.928	3.102
C06406	5.052	5.124	5.508	5.892	5.964
C20373	0.198	0.371	1.2925	2.214	2.387
C20372	1.606	1.778	2.696	3.614	3.786
C20377	0.198	0.371	1.2925	2.214	2.387
C20376	1.606	1.778	2.696	3.614	3.786
C20375	5.052	5.124	5.508	5.892	5.964
C20374	-5.964	-5.892	-5.508	-5.124	-5.052
C05897	-3.563	-3.388	-2.4535	-1.519	-1.344
C20378	-5.964	-5.892	-5.508	-5.124	-5.052
C00804	-5.964	-5.892	-5.508	-5.124	-5.052
C00969	5.052	5.124	5.508	5.892	5.964
C11545	-3.423	-3.249	-2.322	-1.395	-1.221
C00966	0.936	1.129	2.161	3.193	3.386
C11540	0.898	1.072	2.0	2.928	3.102
C11542	1.051	1.226	2.161	3.096	3.271
C11543	1.218	1.393	2.322	3.251	3.426
C02282	0.0	0.0	0.0	0.0	0.0
C04916	-6.041	-5.866	-4.9305	-3.995	-3.82
C00415	-5.964	-5.892	-5.508	-5.124	-5.052
C00416	1.915	2.1	3.085	4.07	4.255
C00417	0.0	0.0	0.0	0.0	0.0
C03460	-5.964	-5.892	-5.508	-5.124	-5.052
C04851	-3.563	-3.388	-2.4535	-1.519	-1.344
C03345	0.0	0.0	0.0	0.0	0.0
C00993	-2.094	-1.921	-1.0	-0.079	0.094
C00620	6.516	6.547	6.714	6.881	6.912
C11355	3.47	3.646	4.585	5.524	5.7
C05951	-5.964	-5.892	-5.508	-5.124	-5.052
C05576	0.0	0.0	0.0	0.0	0.0
C05577	0.0	0.0	0.0	0.0	0.0
C03263	5.052	5.124	5.508	5.892	5.964
C00378	0.0	0.0	0.0	0.0	0.0
C00242	-6.158	-5.968	-4.954	-3.94	-3.75
C00245	5.052	5.124	5.508	5.892	5.964
C00246	0.0	0.0	0.0	0.0	0.0
C00624	1.067	1.24	2.161	3.082	3.255
C16587	-5.964	-5.892	-5.508	-5.124	-5.052
C02170	-5.964	-5.892	-5.508	-5.124	-5.052
C00568	-0.596	-0.423	0.5	1.423	1.596
C01099	5.052	5.124	5.508	5.892	5.964
C01097	6.448	6.48	6.651	6.822	6.854
C01096	4.222	4.401	5.358	6.315	6.494
C01094	3.44	3.626	4.6145	5.603	5.789
C05682	5.052	5.124	5.508	5.892	5.964
C00341	0.0	0.0	0.0	0.0	0.0
C00342	-6.276	-6.098	-5.1495	-4.201	-4.023
C00343	4.39	4.566	5.508	6.45	6.626
C00344	5.052	5.124	5.508	5.892	5.964
C05684	5.052	5.124	5.508	5.892	5.964
C00061	0.0	0.0	0.0	0.0	0.0
C00060	-5.964	-5.892	-5.508	-5.124	-5.052
C00063	5.919	5.956	6.15	6.344	6.381
C00062	6.498	6.531	6.707	6.883	6.916
C00065	-6.214	-6.015	-4.954	-3.893	-3.694
C00064	-6.696	-6.5	-5.459	-4.418	-4.222
C11811	-4.086	-3.915	-3.0	-2.085	-1.914
C16633	5.052	5.124	5.508	5.892	5.964
C04675	5.052	5.124	5.508	5.892	5.964
C16631	-5.964	-5.892	-5.508	-5.124	-5.052
C04677	1.438	1.619	2.585	3.551	3.732
C16635	5.052	5.124	5.508	5.892	5.964
C16634	-5.964	-5.892	-5.508	-5.124	-5.052
C19673	5.052	5.124	5.508	5.892	5.964
C03752	6.053	6.088	6.276	6.464	6.499
C05923	0.0	0.0	0.0	0.0	0.0
C05922	0.0	0.0	0.0	0.0	0.0
C05921	0.0	0.0	0.0	0.0	0.0
C00748	0.0	0.0	0.0	0.0	0.0
C04079	5.052	5.124	5.508	5.892	5.964
C00668	3.935	4.117	5.087	6.057	6.239
C01268	0.0	0.0	0.0	0.0	0.0
C00666	2.089	2.272	3.246	4.22	4.403
C00663	-0.097	0.076	1.0	1.924	2.097
C02163	-5.964	-5.892	-5.508	-5.124	-5.052
C00988	5.052	5.124	5.508	5.892	5.964
C00989	5.052	5.124	5.508	5.892	5.964
C00114	-5.964	-5.892	-5.508	-5.124	-5.052
C00117	3.152	3.342	4.357	5.372	5.562
C00116	0.0	0.0	0.0	0.0	0.0
C00111	0.532	0.764	2.0	3.236	3.468
C02380	5.052	5.124	5.508	5.892	5.964
C00112	1.124	1.314	2.322	3.33	3.52
C00119	-5.777	-5.553	-4.357	-3.161	-2.937
C00118	-6.092	-5.889	-4.807	-3.725	-3.522
C06416	-5.964	-5.892	-5.508	-5.124	-5.052
C11929	5.052	5.124	5.508	5.892	5.964
C01346	2.994	3.186	4.209	5.232	5.424
C11924	-5.964	-5.892	-5.508	-5.124	-5.052
C05750	1.638	1.823	2.807	3.791	3.976
C05751	-0.102	0.072	1.0	1.928	2.102
C14145	5.052	5.124	5.508	5.892	5.964
C05753	1.638	1.823	2.807	3.791	3.976
C05754	-0.102	0.072	1.0	1.928	2.102
C05755	1.701	1.876	2.807	3.738	3.913
C05756	1.606	1.778	2.696	3.614	3.786
C05757	0.198	0.371	1.2925	2.214	2.387
C05758	-0.102	0.072	1.0	1.928	2.102
C05759	1.606	1.778	2.696	3.614	3.786
C05811	-5.964	-5.892	-5.508	-5.124	-5.052
C05810	5.052	5.124	5.508	5.892	5.964
C00236	0.0	0.0	0.0	0.0	0.0
C00188	-5.347	-5.154	-4.1285	-3.103	-2.91
